Heart disease_number
2380
1235
299
214
1978
1768
551
2024
1906
4550
1097
464
1577
408
1562
922
5711
677
3924
4995
3303
645
260
546
1036
11680
172
1940
169
1647
1931
541
26639
8434
1675
205
47503
2212
3211
6482
3132
4208
4460
1300
4031
2625
2914
1316
1088
11142
2930
3719
5894
160
1704
1304
1235
181
174
1879
1744
2615
462
584
622
273
5996
1689
48398
2643
38899
3852
1473
1182
1321
1182
1491
1317
124
4283
1052
2647
911
2429
1475
26853
458
506
131
2285
40685
324
247
14446
9916
708
682
2243
6373
33415
1750
815
383
712
640
25001
996
1670
1000
4453
2089
5052
1380
294
1963
22510
2469
740
1127
352
6488
1300
374
705
379
31
1000
904
97
515
97014
2435
1246
1425
2212
3601
264
3466
1625
712
19518
595
3501
482
3066
4957
157
1029
691
14174
124
4035
1071
4357
2006
799
227
217
151
2618
5202
4118
365
142
236
1394
866
1592
5230
2274
876
5301
3228
1613
1266
4425
6913
2144
35077
1508
18030
896
3552
1945
240
4308
3358
1986
2439
8466
270
2157
920
41427
1124
3886
10713
1828
734
987
2517
2280
4095
463
1587
4975
30857
4410
509
2226
1009
2297
1553
1409
1489
6391
1829
4301
1138
8363
831
814
8682
2302
2365
2263
1404
408
2014
614
1029
676
3538
6085
1324
2319
244
718
10054
3716
4722
892
1400
13919
2989
1788
6704
1641
16223
4092
1243
647
1605
2886
1266
3699
2398
612
1171
1970
5766
3384
1996
762
190
4674
12529
792
7304
1428
242
477
317
2041
450
1709
2113
9775
46990
5805
5699
4065
16150
11475
2191
914
6778
5635
542
54
1183
39688
3796
7
45399
21568
1618
8547
4170
1501
14352
1545
3634
1116
3345
2698
15260
410
194
10688
1229
623
8282
390
166
4530
17351
964
3259
1040
1572
1049
8219
7179
275
39011
2453
2086
2157
18120
2985
303
668
1954
4123
1106
1204
883
1870
4407
28630
15896
3074
2997
1259
4966
821
407
115
3256
690
188
1974
205
63
657
1406
2192
814
19197
1261
694
2393
34842
1433
67212
1461
371
621
3463
2132
1682
11235
4314
1140
7924
1038
392
727
16398
1052
1612
6042
717
403
4945
3066
10770
1422
2515
1886
222
2456
7342
1588
1390
2297
2487
1671
2997
2734
2028
3428
25870
991
1980
971
535
9325
1044
698
8627
1082
74
612
15713
1785
692
3141
504
771
5442
149
1276
36
2602
8689
1051
727
95
508
925
12102
1348
8852
1982
4276
1382
678
524
4071
153
640
380
1564
2951
8396
4431
221
1919
953
879
1860
2889
8615
526
1035
4315
2559
731
577
5285
949
391
7094
5542
665
1447
4301
5513
2496
6739
2462
2633
3938
2839
27022
122
179
8204
2778
11305
25838
160
2891
613
1197
2282
145
611
4934
255
1008
7788
23641
14948
3248
8198
1853
4056
53850
690
1066
1014
1100
3330
837
462
5789
1003
1566
1106
1085
623
2954
9575
7002
552
6615
51
780
1251
299
2070
16250
1167
10491
11879
1869
135
947
17708
611
258
2673
480
5616
1138
68109
26093
1888
1551
46677
1050
2376
6410
1278
1387
1461
1075
6344
577
3376
2789
596
3589
20163
325
899
5856
1398
350
624
2181
6329
847
399
840
1150
801
112422
1603
529
1269
28102
7711
5231
742
343
332
2222
1562
1898
2058
93
4725
22735
643
12343
1284
1251
1481
4943
4375
325
113
11777
1221
1010
622
15968
2936
912
40556
14170
3089
519
3575
76128
11910
749
1253
38374
8778
541
1069
1936
2904
663
1730
2607
1709
1051
5952
8030
823
2499
2677
1683
797
20228
1109
1564
3663
26228
1532
877
1432
5763
686
1010
748
1093
1308
1884
1740
2771
284
1662
3870
1135
2538
417
2670
9213
23638
886
4675
1397
2758
4982
324
372
523
4458
1565
1765
1911
4139
2637
5000
1293
354
12210
1694
2492
1048
3562
382
26440
5341
3834
759
4850
317
4101
5767
835
22273
344
467
289
150
15353
7585
3248
9147
1869
3642
4381
4633
6198
1060
6377
991
740
1184
1429
2632
1382
6566
814
5144
342
12522
4415
2719
250
1301
3590
822
988
3751
2562
278
11210
1934
2205
2270
1025
2551
500
2675
5441
1946
1265
6961
2812
1606
749
3161
1738
310
6677
1219
2593
395
370
976
64227
1678
536
2794
1707
1165
10622
2789
1422
1666
111793
104031
1062
350
418
1445
44330
2124
684
1863
3896
22248
4519
8853
2417
1171
2907
11985
1334
910
4264
343
1301
868
3327
857
20299
447
637
1325
2147
1191
2062
3928
5637
1553
290
6107
21031
33023
1105
132
4209
2805
1498
1292
1489
43440
4397
45
10518
43
747
538
464
1619
152
566
137
1803
1542
8619
2814
4666
120
528
471
3462
299
67657
4668
369
19634
12335
9041
1032
853
7521
6919
1109
1135
2093
13454
4523
14764
346
2211
947
925
6633
3954
5071
881
1727
673
382
5230
1277
27
1284
457
849
886
171
1030
2157
804
7170
4297
2548
8733
1566
5947
395
477
5596
29483
1626
765
2005
435
698
167
216
76
1053
137712
2208
4867
1696
178
2969
3497
2764
1086
3108
1253
38151
2173
234
355
465
954
402
1450
295
1200
700
4766
2982
253
696
2702
862
1182
867
630
1022
4985
5871
219
11684
522
4793
691
191
376
1453
556
46192
1293
93262
2172
2072
823
18745
2984
1512
2243
18376
209
1665
2929
703
736
13414
332
816
10039
1945
2331
537
2222
1487
5190
5051
5626
416
12076
1663
13997
1766
5782
580
1092
802
1323
9146
498
6260
10241
6804
5934
399
4283
562
917
291
1970
7026
7643
23840
10904
1217
2516
1389
172
2584
3900
6571
713
9901
2663
3581
8720
2001
416
1596
8848
983
100
654
7233
5256
1394
5561
580
908
3294
6960
140
2656
538
1696
7163
490
464
260
1018
9192
1167
694
675
12721
1795
11305
265
805
2975
966
936
1275
2912
1377
1790
93
2820
242072
1387
474
513
200
1721
6026
218
4211
1709
1139
4466
6506
1817
3964
2419
3919
10861
1175
2282
694
2801
479
1871
5599
7786
470
1001
3232
1131
5185
5992
326
2567
43410
5862
10245
1216
7480
659
3935
403
1695
47
4100
3087
10944
2496
4442
47805
2052
1056
6587
2089
647
1117
176
736
396
981
9449
223
743
1338
1805
8205
2554
7429
976
2654
2373
3329
12302
1533
2248
1328
7011
1726
3880
728
11289
801
20256
4573
2176
4681
1177
474
1217
4866
6752
5184
2065
319
2687
787
1111
472
767
1148
1622
1252
958
286
970
10308
3829
3517
2633
621
857
986
602
107
1014
7128
275
4440
1655
2949
718
2973
1003
33444
4705
1211
1420
3505
9341
845
2447
253
12908
1775
3576
1019
25990
664
222
1387
12626
1809
2272
108
5694
2495
1141
593
2913
4431
8608
417
1099
374
7216
1716
2969
8520
924
1139
2402
2033
1692
9550
648
4304
112
3945
2502
47200
2048
10550
821
693
90
13013
10568
3533
1390
341
1522
2268
22773
2482
1694
1710
639
1366
1091
1366
7948
4663
1618
402
5313
554
63461
400
2507
772
3289
31557
21949
524
9435
1842
1924
4906
369
1767
9319
741
11403
863
841
4996
2662
425
406
156
36449
2010
792
3297
3094
1674
1341
6468
1487
2254
1321
12232
235
9177
566
1217
3808
19627
1731
3730
3062
24502
13119
1444
153
1072
1103
437
24965
2778
4831
836
288
123
1116
221
1145
1251
2145
6516
3768
6763
3658
2791
737
5496
14157
1689
1177
8218
26844
690
1431
4158
5034
14123
46814
1460
7365
9684
17216
2177
4107
4513
2153
9514
1408
13064
763
1265
419
1766
1558
4612
32977
1807
810
334
1426
723
592
14016
2037
110912
1473
658
2387
2131
30401
2477
82
2250
6669
669
1931
1435
3993
1904
591
8447
1408
297
1299
202
33256
4055
382
3366
10739
450
8558
482
16589
3605
514
979
1231
3872
566
952
1610
2586
37811
2724
13248
14102
1448
1148
9208
469
492
3080
910
1348
6579
2652
198
493
79547
4530
3154
65873
1679
61
312
4307
2159
8764
6846
1194
587
1327
36429
1151
5962
3262
504
4655
2984
144
15928
1111
248
672
87
2351
971
10673
846
1884
7477
824
665
2776
801
1410
1519
2203
635
2488
788
1356
1804
2255
43089
2840
351
1459
1448
1514
7269
62896
2010
5150
3825
919
390
5024
2703
2699
117
1891
2028
244
2075
167
1293
595
2222
1352
5676
1113
360
736
12026
671
2276
1954
8730
493
590
809
7875
576
1010
1573
960
3264
912
1222
1240
1623
610
347
8686
2672
660
6652
6983
3496
13824
1443
84
7238
3245
677
13347
32828
649
1951
2170
1248
5517
14559
1164
662
2488
7420
3832
665
289
570
2663
7339
401
3119
364
1058
8384
1184
558
23497
4771
445
4329
56
2802
1109
795
457
1096
768
6373
1195
7330
2982
3049
390
824
410
119
1231
37762
